light_source,measurement,z,z_rel,diameter
green-He-Ne,lens-2W-040s,39,1,249.60000000000002
green-He-Ne,lens-2W-040s,40,2,249.60000000000002
green-He-Ne,lens-2W-040s,41,3,260.0
green-He-Ne,lens-2W-040s,42,4,260.0
green-He-Ne,lens-2W-040s,43,5,265.2
green-He-Ne,lens-2W-040s,44,6,265.2
green-He-Ne,lens-2W-040s,45,7,265.2
green-He-Ne,lens-2W-040s,46,8,275.6
green-He-Ne,lens-2W-040s,47,9,275.6
green-He-Ne,lens-2W-040s,48,10,280.8
green-He-Ne,lens-2W-040s,49,11,280.8
green-He-Ne,lens-2W-040s,50,12,286.0
green-He-Ne,lens-2W-040s,51,13,286.0
green-He-Ne,lens-2W-040s,52,14,286.0
green-He-Ne,lens-2W-040s,53,15,291.2
green-He-Ne,lens-2W-040s,54,16,291.2
green-He-Ne,lens-2W-040s,55,17,286.0
green-He-Ne,lens-2W-040s,56,18,291.2
green-He-Ne,lens-2W-040s,57,19,286.0
green-He-Ne,lens-2W-040s,58,20,280.8
green-He-Ne,lens-2W-040s,59,21,286.0
green-He-Ne,lens-2W-040s,60,22,286.0
green-He-Ne,lens-2W-040s,61,23,291.2
green-He-Ne,lens-2W-040s,62,24,301.6
green-He-Ne,lens-2W-040s,63,25,312.0
green-He-Ne,lens-2W-040s,64,26,306.8
green-He-Ne,lens-2W-040s,65,27,312.0
green-He-Ne,lens-2W-040s,66,28,312.0
green-He-Ne,lens-2W-040s,67,29,317.2
green-He-Ne,lens-2W-040s,68,30,317.2
green-He-Ne,lens-2W-040s,69,31,317.2
green-He-Ne,lens-2W-040s,70,32,332.8
green-He-Ne,lens-2W-040s,71,33,327.6
green-He-Ne,lens-2W-040s,72,34,332.8
green-He-Ne,lens-2W-040s,73,35,327.6
green-He-Ne,lens-2W-040s,74,36,343.2
green-He-Ne,lens-2W-040s,75,37,348.40000000000003
green-He-Ne,lens-2W-040s,76,38,348.40000000000003
green-He-Ne,lens-2W-040s,77,39,348.40000000000003
green-He-Ne,lens-2W-040s,78,40,353.6
green-He-Ne,lens-2W-040s,79,41,369.2
green-He-Ne,lens-2W-040s,80,42,369.2
green-He-Ne,lens-2W-040s,81,43,369.2
green-He-Ne,lens-2W-040s,82,44,374.40000000000003
green-He-Ne,lens-2W-040s,83,45,369.2
green-He-Ne,lens-2W-040s,84,46,374.40000000000003
green-He-Ne,lens-2W-040s,85,47,379.6
green-He-Ne,lens-2W-040s,86,48,384.8
green-He-Ne,lens-2W-040s,87,49,395.2
green-He-Ne,lens-2W-040s,88,50,390.0
green-He-Ne,lens-2W-040s,89,51,400.40000000000003
green-He-Ne,lens-2W-040s,90,52,395.2
green-He-Ne,lens-2W-040s,91,53,410.8
green-He-Ne,lens-2W-040s,92,54,400.40000000000003
green-He-Ne,lens-2W-040s,93,55,416.0
green-He-Ne,lens-2W-040s,94,56,431.6
green-He-Ne,lens-2W-040s,95,57,426.40000000000003
green-He-Ne,lens-2W-040s,96,58,426.40000000000003
green-He-Ne,lens-2W-040s,97,59,426.40000000000003
green-He-Ne,lens-2W-040s,98,60,426.40000000000003
green-He-Ne,lens-2W-040s,99,61,436.8
green-He-Ne,lens-2W-060s,39,1,234.0
green-He-Ne,lens-2W-060s,40,2,234.0
green-He-Ne,lens-2W-060s,41,3,239.20000000000002
green-He-Ne,lens-2W-060s,42,4,239.20000000000002
green-He-Ne,lens-2W-060s,43,5,239.20000000000002
green-He-Ne,lens-2W-060s,44,6,249.60000000000002
green-He-Ne,lens-2W-060s,45,7,244.4
green-He-Ne,lens-2W-060s,46,8,249.60000000000002
green-He-Ne,lens-2W-060s,47,9,254.8
green-He-Ne,lens-2W-060s,48,10,254.8
green-He-Ne,lens-2W-060s,49,11,265.2
green-He-Ne,lens-2W-060s,50,12,265.2
green-He-Ne,lens-2W-060s,51,13,260.0
green-He-Ne,lens-2W-060s,52,14,265.2
green-He-Ne,lens-2W-060s,53,15,265.2
green-He-Ne,lens-2W-060s,54,16,270.40000000000003
green-He-Ne,lens-2W-060s,55,17,275.6
green-He-Ne,lens-2W-060s,56,18,280.8
green-He-Ne,lens-2W-060s,57,19,275.6
green-He-Ne,lens-2W-060s,58,20,270.40000000000003
green-He-Ne,lens-2W-060s,59,21,280.8
green-He-Ne,lens-2W-060s,60,22,270.40000000000003
green-He-Ne,lens-2W-060s,61,23,275.6
green-He-Ne,lens-2W-060s,62,24,280.8
green-He-Ne,lens-2W-060s,63,25,280.8
green-He-Ne,lens-2W-060s,64,26,286.0
green-He-Ne,lens-2W-060s,65,27,291.2
green-He-Ne,lens-2W-060s,66,28,296.40000000000003
green-He-Ne,lens-2W-060s,67,29,296.40000000000003
green-He-Ne,lens-2W-060s,68,30,296.40000000000003
green-He-Ne,lens-2W-060s,69,31,296.40000000000003
green-He-Ne,lens-2W-060s,70,32,301.6
green-He-Ne,lens-2W-060s,71,33,312.0
green-He-Ne,lens-2W-060s,72,34,317.2
green-He-Ne,lens-2W-060s,73,35,327.6
green-He-Ne,lens-2W-060s,74,36,338.0
green-He-Ne,lens-2W-060s,75,37,338.0
green-He-Ne,lens-2W-060s,76,38,348.40000000000003
green-He-Ne,lens-2W-060s,77,39,348.40000000000003
green-He-Ne,lens-2W-060s,78,40,348.40000000000003
green-He-Ne,lens-2W-060s,79,41,353.6
green-He-Ne,lens-2W-060s,80,42,358.8
green-He-Ne,lens-2W-060s,81,43,374.40000000000003
green-He-Ne,lens-2W-060s,82,44,364.0
green-He-Ne,lens-2W-060s,83,45,374.40000000000003
green-He-Ne,lens-2W-060s,84,46,374.40000000000003
green-He-Ne,lens-2W-060s,85,47,379.6
green-He-Ne,lens-2W-060s,86,48,390.0
green-He-Ne,lens-2W-060s,87,49,395.2
green-He-Ne,lens-2W-060s,88,50,400.40000000000003
green-He-Ne,lens-2W-060s,89,51,395.2
green-He-Ne,lens-2W-060s,90,52,416.0
green-He-Ne,lens-2W-060s,91,53,410.8
green-He-Ne,lens-2W-060s,92,54,416.0
green-He-Ne,lens-2W-060s,93,55,416.0
green-He-Ne,lens-2W-060s,94,56,426.40000000000003
green-He-Ne,lens-2W-060s,95,57,426.40000000000003
green-He-Ne,lens-2W-060s,96,58,436.8
green-He-Ne,lens-2W-060s,97,59,436.8
green-He-Ne,lens-2W-060s,98,60,431.6
green-He-Ne,lens-2W-060s,99,61,436.8
green-He-Ne,lens-2W-080s,39,1,223.6
green-He-Ne,lens-2W-080s,40,2,223.6
green-He-Ne,lens-2W-080s,41,3,223.6
green-He-Ne,lens-2W-080s,42,4,223.6
green-He-Ne,lens-2W-080s,43,5,223.6
green-He-Ne,lens-2W-080s,44,6,228.8
green-He-Ne,lens-2W-080s,45,7,234.0
green-He-Ne,lens-2W-080s,46,8,239.20000000000002
green-He-Ne,lens-2W-080s,47,9,239.20000000000002
green-He-Ne,lens-2W-080s,48,10,244.4
green-He-Ne,lens-2W-080s,49,11,244.4
green-He-Ne,lens-2W-080s,50,12,249.60000000000002
green-He-Ne,lens-2W-080s,51,13,254.8
green-He-Ne,lens-2W-080s,52,14,260.0
green-He-Ne,lens-2W-080s,53,15,260.0
green-He-Ne,lens-2W-080s,54,16,265.2
green-He-Ne,lens-2W-080s,55,17,265.2
green-He-Ne,lens-2W-080s,56,18,265.2
green-He-Ne,lens-2W-080s,57,19,265.2
green-He-Ne,lens-2W-080s,58,20,270.40000000000003
green-He-Ne,lens-2W-080s,59,21,275.6
green-He-Ne,lens-2W-080s,60,22,280.8
green-He-Ne,lens-2W-080s,61,23,286.0
green-He-Ne,lens-2W-080s,62,24,291.2
green-He-Ne,lens-2W-080s,63,25,286.0
green-He-Ne,lens-2W-080s,64,26,286.0
green-He-Ne,lens-2W-080s,65,27,291.2
green-He-Ne,lens-2W-080s,66,28,301.6
green-He-Ne,lens-2W-080s,67,29,301.6
green-He-Ne,lens-2W-080s,68,30,301.6
green-He-Ne,lens-2W-080s,69,31,296.40000000000003
green-He-Ne,lens-2W-080s,70,32,301.6
green-He-Ne,lens-2W-080s,71,33,306.8
green-He-Ne,lens-2W-080s,72,34,306.8
green-He-Ne,lens-2W-080s,73,35,306.8
green-He-Ne,lens-2W-080s,74,36,312.0
green-He-Ne,lens-2W-080s,75,37,317.2
green-He-Ne,lens-2W-080s,76,38,317.2
green-He-Ne,lens-2W-080s,77,39,322.40000000000003
green-He-Ne,lens-2W-080s,78,40,322.40000000000003
green-He-Ne,lens-2W-080s,79,41,327.6
green-He-Ne,lens-2W-080s,80,42,327.6
green-He-Ne,lens-2W-080s,81,43,327.6
green-He-Ne,lens-2W-080s,82,44,332.8
green-He-Ne,lens-2W-080s,83,45,348.40000000000003
green-He-Ne,lens-2W-080s,84,46,338.0
green-He-Ne,lens-2W-080s,85,47,338.0
green-He-Ne,lens-2W-080s,86,48,338.0
green-He-Ne,lens-2W-080s,87,49,353.6
green-He-Ne,lens-2W-080s,88,50,348.40000000000003
green-He-Ne,lens-2W-080s,89,51,358.8
green-He-Ne,lens-2W-080s,90,52,353.6
green-He-Ne,lens-2W-080s,91,53,369.2
green-He-Ne,lens-2W-080s,92,54,379.6
green-He-Ne,lens-2W-080s,93,55,374.40000000000003
green-He-Ne,lens-2W-080s,94,56,395.2
green-He-Ne,lens-2W-080s,95,57,384.8
green-He-Ne,lens-2W-080s,96,58,390.0
green-He-Ne,lens-2W-080s,97,59,395.2
green-He-Ne,lens-2W-080s,98,60,400.40000000000003
green-He-Ne,lens-2W-080s,99,61,410.8
green-He-Ne,lens-2W-100s,39,1,213.20000000000002
green-He-Ne,lens-2W-100s,40,2,213.20000000000002
green-He-Ne,lens-2W-100s,41,3,218.4
green-He-Ne,lens-2W-100s,42,4,213.20000000000002
green-He-Ne,lens-2W-100s,43,5,213.20000000000002
green-He-Ne,lens-2W-100s,44,6,213.20000000000002
green-He-Ne,lens-2W-100s,45,7,218.4
green-He-Ne,lens-2W-100s,46,8,223.6
green-He-Ne,lens-2W-100s,47,9,228.8
green-He-Ne,lens-2W-100s,48,10,228.8
green-He-Ne,lens-2W-100s,49,11,234.0
green-He-Ne,lens-2W-100s,50,12,239.20000000000002
green-He-Ne,lens-2W-100s,51,13,234.0
green-He-Ne,lens-2W-100s,52,14,239.20000000000002
green-He-Ne,lens-2W-100s,53,15,244.4
green-He-Ne,lens-2W-100s,54,16,249.60000000000002
green-He-Ne,lens-2W-100s,55,17,254.8
green-He-Ne,lens-2W-100s,56,18,254.8
green-He-Ne,lens-2W-100s,57,19,265.2
green-He-Ne,lens-2W-100s,58,20,275.6
green-He-Ne,lens-2W-100s,59,21,280.8
green-He-Ne,lens-2W-100s,60,22,291.2
green-He-Ne,lens-2W-100s,61,23,296.40000000000003
green-He-Ne,lens-2W-100s,62,24,296.40000000000003
green-He-Ne,lens-2W-100s,63,25,306.8
green-He-Ne,lens-2W-100s,64,26,306.8
green-He-Ne,lens-2W-100s,65,27,312.0
green-He-Ne,lens-2W-100s,66,28,317.2
green-He-Ne,lens-2W-100s,67,29,301.6
green-He-Ne,lens-2W-100s,68,30,306.8
green-He-Ne,lens-2W-100s,69,31,301.6
green-He-Ne,lens-2W-100s,70,32,301.6
green-He-Ne,lens-2W-100s,71,33,301.6
green-He-Ne,lens-2W-100s,72,34,306.8
green-He-Ne,lens-2W-100s,73,35,306.8
green-He-Ne,lens-2W-100s,74,36,317.2
green-He-Ne,lens-2W-100s,75,37,317.2
green-He-Ne,lens-2W-100s,76,38,317.2
green-He-Ne,lens-2W-100s,77,39,317.2
green-He-Ne,lens-2W-100s,78,40,312.0
green-He-Ne,lens-2W-100s,79,41,322.40000000000003
green-He-Ne,lens-2W-100s,80,42,322.40000000000003
green-He-Ne,lens-2W-100s,81,43,332.8
green-He-Ne,lens-2W-100s,82,44,327.6
green-He-Ne,lens-2W-100s,83,45,327.6
green-He-Ne,lens-2W-100s,84,46,338.0
green-He-Ne,lens-2W-100s,85,47,338.0
green-He-Ne,lens-2W-100s,86,48,338.0
green-He-Ne,lens-2W-100s,87,49,338.0
green-He-Ne,lens-2W-100s,88,50,343.2
green-He-Ne,lens-2W-100s,89,51,338.0
green-He-Ne,lens-2W-100s,90,52,348.40000000000003
green-He-Ne,lens-2W-100s,91,53,353.6
green-He-Ne,lens-2W-100s,92,54,343.2
green-He-Ne,lens-2W-100s,93,55,353.6
green-He-Ne,lens-2W-100s,94,56,353.6
green-He-Ne,lens-2W-100s,95,57,353.6
green-He-Ne,lens-2W-100s,96,58,358.8
green-He-Ne,lens-2W-100s,97,59,358.8
green-He-Ne,lens-2W-100s,98,60,369.2
green-He-Ne,lens-2W-100s,99,61,374.40000000000003
green-He-Ne,lens-3W-040s,39,1,176.8
green-He-Ne,lens-3W-040s,40,2,182.0
green-He-Ne,lens-3W-040s,41,3,187.20000000000002
green-He-Ne,lens-3W-040s,42,4,187.20000000000002
green-He-Ne,lens-3W-040s,43,5,192.4
green-He-Ne,lens-3W-040s,44,6,192.4
green-He-Ne,lens-3W-040s,45,7,197.6
green-He-Ne,lens-3W-040s,46,8,208.0
green-He-Ne,lens-3W-040s,47,9,208.0
green-He-Ne,lens-3W-040s,48,10,208.0
green-He-Ne,lens-3W-040s,49,11,208.0
green-He-Ne,lens-3W-040s,50,12,213.20000000000002
green-He-Ne,lens-3W-040s,51,13,213.20000000000002
green-He-Ne,lens-3W-040s,52,14,218.4
green-He-Ne,lens-3W-040s,53,15,223.6
green-He-Ne,lens-3W-040s,54,16,218.4
green-He-Ne,lens-3W-040s,55,17,223.6
green-He-Ne,lens-3W-040s,56,18,223.6
green-He-Ne,lens-3W-040s,57,19,228.8
green-He-Ne,lens-3W-040s,58,20,234.0
green-He-Ne,lens-3W-040s,59,21,234.0
green-He-Ne,lens-3W-040s,60,22,239.20000000000002
green-He-Ne,lens-3W-040s,61,23,244.4
green-He-Ne,lens-3W-040s,62,24,244.4
green-He-Ne,lens-3W-040s,63,25,244.4
green-He-Ne,lens-3W-040s,64,26,254.8
green-He-Ne,lens-3W-040s,65,27,249.60000000000002
green-He-Ne,lens-3W-040s,66,28,249.60000000000002
green-He-Ne,lens-3W-040s,67,29,249.60000000000002
green-He-Ne,lens-3W-040s,68,30,260.0
green-He-Ne,lens-3W-040s,69,31,265.2
green-He-Ne,lens-3W-040s,70,32,265.2
green-He-Ne,lens-3W-040s,71,33,270.40000000000003
green-He-Ne,lens-3W-040s,72,34,275.6
green-He-Ne,lens-3W-040s,73,35,270.40000000000003
green-He-Ne,lens-3W-040s,74,36,286.0
green-He-Ne,lens-3W-040s,75,37,280.8
green-He-Ne,lens-3W-040s,76,38,286.0
green-He-Ne,lens-3W-040s,77,39,286.0
green-He-Ne,lens-3W-040s,78,40,296.40000000000003
green-He-Ne,lens-3W-040s,79,41,296.40000000000003
green-He-Ne,lens-3W-040s,80,42,301.6
green-He-Ne,lens-3W-040s,81,43,291.2
green-He-Ne,lens-3W-040s,82,44,291.2
green-He-Ne,lens-3W-040s,83,45,296.40000000000003
green-He-Ne,lens-3W-040s,84,46,296.40000000000003
green-He-Ne,lens-3W-040s,85,47,312.0
green-He-Ne,lens-3W-040s,86,48,312.0
green-He-Ne,lens-3W-040s,87,49,306.8
green-He-Ne,lens-3W-040s,88,50,312.0
green-He-Ne,lens-3W-040s,89,51,327.6
green-He-Ne,lens-3W-040s,90,52,332.8
green-He-Ne,lens-3W-040s,91,53,327.6
green-He-Ne,lens-3W-040s,92,54,327.6
green-He-Ne,lens-3W-040s,93,55,332.8
green-He-Ne,lens-3W-040s,94,56,332.8
green-He-Ne,lens-3W-040s,95,57,343.2
green-He-Ne,lens-3W-040s,96,58,353.6
green-He-Ne,lens-3W-040s,97,59,358.8
green-He-Ne,lens-3W-040s,98,60,358.8
green-He-Ne,lens-3W-040s,99,61,369.2
green-He-Ne,lens-3W-060s,39,1,161.20000000000002
green-He-Ne,lens-3W-060s,40,2,161.20000000000002
green-He-Ne,lens-3W-060s,41,3,166.4
green-He-Ne,lens-3W-060s,42,4,166.4
green-He-Ne,lens-3W-060s,43,5,171.6
green-He-Ne,lens-3W-060s,44,6,171.6
green-He-Ne,lens-3W-060s,45,7,176.8
green-He-Ne,lens-3W-060s,46,8,176.8
green-He-Ne,lens-3W-060s,47,9,176.8
green-He-Ne,lens-3W-060s,48,10,182.0
green-He-Ne,lens-3W-060s,49,11,182.0
green-He-Ne,lens-3W-060s,50,12,192.4
green-He-Ne,lens-3W-060s,51,13,192.4
green-He-Ne,lens-3W-060s,52,14,192.4
green-He-Ne,lens-3W-060s,53,15,202.8
green-He-Ne,lens-3W-060s,54,16,202.8
green-He-Ne,lens-3W-060s,55,17,213.20000000000002
green-He-Ne,lens-3W-060s,56,18,213.20000000000002
green-He-Ne,lens-3W-060s,57,19,218.4
green-He-Ne,lens-3W-060s,58,20,223.6
green-He-Ne,lens-3W-060s,59,21,223.6
green-He-Ne,lens-3W-060s,60,22,223.6
green-He-Ne,lens-3W-060s,61,23,228.8
green-He-Ne,lens-3W-060s,62,24,228.8
green-He-Ne,lens-3W-060s,63,25,234.0
green-He-Ne,lens-3W-060s,64,26,234.0
green-He-Ne,lens-3W-060s,65,27,234.0
green-He-Ne,lens-3W-060s,66,28,239.20000000000002
green-He-Ne,lens-3W-060s,67,29,244.4
green-He-Ne,lens-3W-060s,68,30,244.4
green-He-Ne,lens-3W-060s,69,31,249.60000000000002
green-He-Ne,lens-3W-060s,70,32,244.4
green-He-Ne,lens-3W-060s,71,33,249.60000000000002
green-He-Ne,lens-3W-060s,72,34,249.60000000000002
green-He-Ne,lens-3W-060s,73,35,260.0
green-He-Ne,lens-3W-060s,74,36,260.0
green-He-Ne,lens-3W-060s,75,37,260.0
green-He-Ne,lens-3W-060s,76,38,260.0
green-He-Ne,lens-3W-060s,77,39,260.0
green-He-Ne,lens-3W-060s,78,40,260.0
green-He-Ne,lens-3W-060s,79,41,265.2
green-He-Ne,lens-3W-060s,80,42,254.8
green-He-Ne,lens-3W-060s,81,43,265.2
green-He-Ne,lens-3W-060s,82,44,265.2
green-He-Ne,lens-3W-060s,83,45,270.40000000000003
green-He-Ne,lens-3W-060s,84,46,275.6
green-He-Ne,lens-3W-060s,85,47,286.0
green-He-Ne,lens-3W-060s,86,48,286.0
green-He-Ne,lens-3W-060s,87,49,291.2
green-He-Ne,lens-3W-060s,88,50,291.2
green-He-Ne,lens-3W-060s,89,51,296.40000000000003
green-He-Ne,lens-3W-060s,90,52,296.40000000000003
green-He-Ne,lens-3W-060s,91,53,301.6
green-He-Ne,lens-3W-060s,92,54,306.8
green-He-Ne,lens-3W-060s,93,55,306.8
green-He-Ne,lens-3W-060s,94,56,312.0
green-He-Ne,lens-3W-060s,95,57,312.0
green-He-Ne,lens-3W-060s,96,58,327.6
green-He-Ne,lens-3W-060s,97,59,327.6
green-He-Ne,lens-3W-060s,98,60,332.8
green-He-Ne,lens-3W-060s,99,61,327.6
green-He-Ne,lens-3W-080s,39,1,161.20000000000002
green-He-Ne,lens-3W-080s,40,2,161.20000000000002
green-He-Ne,lens-3W-080s,41,3,161.20000000000002
green-He-Ne,lens-3W-080s,42,4,171.6
green-He-Ne,lens-3W-080s,43,5,166.4
green-He-Ne,lens-3W-080s,44,6,166.4
green-He-Ne,lens-3W-080s,45,7,171.6
green-He-Ne,lens-3W-080s,46,8,176.8
green-He-Ne,lens-3W-080s,47,9,176.8
green-He-Ne,lens-3W-080s,48,10,176.8
green-He-Ne,lens-3W-080s,49,11,182.0
green-He-Ne,lens-3W-080s,50,12,187.20000000000002
green-He-Ne,lens-3W-080s,51,13,187.20000000000002
green-He-Ne,lens-3W-080s,52,14,192.4
green-He-Ne,lens-3W-080s,53,15,197.6
green-He-Ne,lens-3W-080s,54,16,197.6
green-He-Ne,lens-3W-080s,55,17,197.6
green-He-Ne,lens-3W-080s,56,18,202.8
green-He-Ne,lens-3W-080s,57,19,208.0
green-He-Ne,lens-3W-080s,58,20,208.0
green-He-Ne,lens-3W-080s,59,21,208.0
green-He-Ne,lens-3W-080s,60,22,218.4
green-He-Ne,lens-3W-080s,61,23,213.20000000000002
green-He-Ne,lens-3W-080s,62,24,218.4
green-He-Ne,lens-3W-080s,63,25,218.4
green-He-Ne,lens-3W-080s,64,26,223.6
green-He-Ne,lens-3W-080s,65,27,228.8
green-He-Ne,lens-3W-080s,66,28,234.0
green-He-Ne,lens-3W-080s,67,29,234.0
green-He-Ne,lens-3W-080s,68,30,234.0
green-He-Ne,lens-3W-080s,69,31,234.0
green-He-Ne,lens-3W-080s,70,32,239.20000000000002
green-He-Ne,lens-3W-080s,71,33,249.60000000000002
green-He-Ne,lens-3W-080s,72,34,254.8
green-He-Ne,lens-3W-080s,73,35,254.8
green-He-Ne,lens-3W-080s,74,36,244.4
green-He-Ne,lens-3W-080s,75,37,244.4
green-He-Ne,lens-3W-080s,76,38,249.60000000000002
green-He-Ne,lens-3W-080s,77,39,254.8
green-He-Ne,lens-3W-080s,78,40,254.8
green-He-Ne,lens-3W-080s,79,41,254.8
green-He-Ne,lens-3W-080s,80,42,260.0
green-He-Ne,lens-3W-080s,81,43,270.40000000000003
green-He-Ne,lens-3W-080s,82,44,265.2
green-He-Ne,lens-3W-080s,83,45,265.2
green-He-Ne,lens-3W-080s,84,46,275.6
green-He-Ne,lens-3W-080s,85,47,275.6
green-He-Ne,lens-3W-080s,86,48,275.6
green-He-Ne,lens-3W-080s,87,49,280.8
green-He-Ne,lens-3W-080s,88,50,275.6
green-He-Ne,lens-3W-080s,89,51,280.8
green-He-Ne,lens-3W-080s,90,52,280.8
green-He-Ne,lens-3W-080s,91,53,280.8
green-He-Ne,lens-3W-080s,92,54,286.0
green-He-Ne,lens-3W-080s,93,55,280.8
green-He-Ne,lens-3W-080s,94,56,291.2
green-He-Ne,lens-3W-080s,95,57,291.2
green-He-Ne,lens-3W-080s,96,58,291.2
green-He-Ne,lens-3W-080s,97,59,291.2
green-He-Ne,lens-3W-080s,98,60,296.40000000000003
green-He-Ne,lens-3W-080s,99,61,291.2
green-He-Ne,lens-3W-100s,39,1,150.8
green-He-Ne,lens-3W-100s,40,2,150.8
green-He-Ne,lens-3W-100s,41,3,150.8
green-He-Ne,lens-3W-100s,42,4,156.0
green-He-Ne,lens-3W-100s,43,5,156.0
green-He-Ne,lens-3W-100s,44,6,166.4
green-He-Ne,lens-3W-100s,45,7,166.4
green-He-Ne,lens-3W-100s,46,8,171.6
green-He-Ne,lens-3W-100s,47,9,171.6
green-He-Ne,lens-3W-100s,48,10,171.6
green-He-Ne,lens-3W-100s,49,11,171.6
green-He-Ne,lens-3W-100s,50,12,176.8
green-He-Ne,lens-3W-100s,51,13,176.8
green-He-Ne,lens-3W-100s,52,14,182.0
green-He-Ne,lens-3W-100s,53,15,182.0
green-He-Ne,lens-3W-100s,54,16,182.0
green-He-Ne,lens-3W-100s,55,17,192.4
green-He-Ne,lens-3W-100s,56,18,192.4
green-He-Ne,lens-3W-100s,57,19,192.4
green-He-Ne,lens-3W-100s,58,20,192.4
green-He-Ne,lens-3W-100s,59,21,197.6
green-He-Ne,lens-3W-100s,60,22,197.6
green-He-Ne,lens-3W-100s,61,23,202.8
green-He-Ne,lens-3W-100s,62,24,202.8
green-He-Ne,lens-3W-100s,63,25,208.0
green-He-Ne,lens-3W-100s,64,26,208.0
green-He-Ne,lens-3W-100s,65,27,213.20000000000002
green-He-Ne,lens-3W-100s,66,28,213.20000000000002
green-He-Ne,lens-3W-100s,67,29,213.20000000000002
green-He-Ne,lens-3W-100s,68,30,218.4
green-He-Ne,lens-3W-100s,69,31,218.4
green-He-Ne,lens-3W-100s,70,32,218.4
green-He-Ne,lens-3W-100s,71,33,218.4
green-He-Ne,lens-3W-100s,72,34,223.6
green-He-Ne,lens-3W-100s,73,35,228.8
green-He-Ne,lens-3W-100s,74,36,228.8
green-He-Ne,lens-3W-100s,75,37,234.0
green-He-Ne,lens-3W-100s,76,38,234.0
green-He-Ne,lens-3W-100s,77,39,239.20000000000002
green-He-Ne,lens-3W-100s,78,40,239.20000000000002
green-He-Ne,lens-3W-100s,79,41,244.4
green-He-Ne,lens-3W-100s,80,42,244.4
green-He-Ne,lens-3W-100s,81,43,249.60000000000002
green-He-Ne,lens-3W-100s,82,44,249.60000000000002
green-He-Ne,lens-3W-100s,83,45,254.8
green-He-Ne,lens-3W-100s,84,46,254.8
green-He-Ne,lens-3W-100s,85,47,249.60000000000002
green-He-Ne,lens-3W-100s,86,48,265.2
green-He-Ne,lens-3W-100s,87,49,265.2
green-He-Ne,lens-3W-100s,88,50,265.2
green-He-Ne,lens-3W-100s,89,51,265.2
green-He-Ne,lens-3W-100s,90,52,275.6
green-He-Ne,lens-3W-100s,91,53,275.6
green-He-Ne,lens-3W-100s,92,54,280.8
green-He-Ne,lens-3W-100s,93,55,286.0
green-He-Ne,lens-3W-100s,94,56,291.2
green-He-Ne,lens-3W-100s,95,57,286.0
green-He-Ne,lens-3W-100s,96,58,291.2
green-He-Ne,lens-3W-100s,97,59,286.0
green-He-Ne,lens-3W-100s,98,60,291.2
green-He-Ne,lens-3W-100s,99,61,296.40000000000003
green-He-Ne,lens-3W-120s,39,1,161.20000000000002
green-He-Ne,lens-3W-120s,40,2,156.0
green-He-Ne,lens-3W-120s,41,3,161.20000000000002
green-He-Ne,lens-3W-120s,42,4,161.20000000000002
green-He-Ne,lens-3W-120s,43,5,166.4
green-He-Ne,lens-3W-120s,44,6,166.4
green-He-Ne,lens-3W-120s,45,7,166.4
green-He-Ne,lens-3W-120s,46,8,171.6
green-He-Ne,lens-3W-120s,47,9,171.6
green-He-Ne,lens-3W-120s,48,10,171.6
green-He-Ne,lens-3W-120s,49,11,176.8
green-He-Ne,lens-3W-120s,50,12,176.8
green-He-Ne,lens-3W-120s,51,13,182.0
green-He-Ne,lens-3W-120s,52,14,182.0
green-He-Ne,lens-3W-120s,53,15,182.0
green-He-Ne,lens-3W-120s,54,16,192.4
green-He-Ne,lens-3W-120s,55,17,187.20000000000002
green-He-Ne,lens-3W-120s,56,18,192.4
green-He-Ne,lens-3W-120s,57,19,197.6
green-He-Ne,lens-3W-120s,58,20,197.6
green-He-Ne,lens-3W-120s,59,21,202.8
green-He-Ne,lens-3W-120s,60,22,213.20000000000002
green-He-Ne,lens-3W-120s,61,23,213.20000000000002
green-He-Ne,lens-3W-120s,62,24,213.20000000000002
green-He-Ne,lens-3W-120s,63,25,218.4
green-He-Ne,lens-3W-120s,64,26,218.4
green-He-Ne,lens-3W-120s,65,27,218.4
green-He-Ne,lens-3W-120s,66,28,218.4
green-He-Ne,lens-3W-120s,67,29,218.4
green-He-Ne,lens-3W-120s,68,30,218.4
green-He-Ne,lens-3W-120s,69,31,223.6
green-He-Ne,lens-3W-120s,70,32,223.6
green-He-Ne,lens-3W-120s,71,33,223.6
green-He-Ne,lens-3W-120s,72,34,234.0
green-He-Ne,lens-3W-120s,73,35,234.0
green-He-Ne,lens-3W-120s,74,36,228.8
green-He-Ne,lens-3W-120s,75,37,228.8
green-He-Ne,lens-3W-120s,76,38,234.0
green-He-Ne,lens-3W-120s,77,39,239.20000000000002
green-He-Ne,lens-3W-120s,78,40,234.0
green-He-Ne,lens-3W-120s,79,41,239.20000000000002
green-He-Ne,lens-3W-120s,80,42,239.20000000000002
green-He-Ne,lens-3W-120s,81,43,244.4
green-He-Ne,lens-3W-120s,82,44,249.60000000000002
green-He-Ne,lens-3W-120s,83,45,249.60000000000002
green-He-Ne,lens-3W-120s,84,46,254.8
green-He-Ne,lens-3W-120s,85,47,260.0
green-He-Ne,lens-3W-120s,86,48,265.2
green-He-Ne,lens-3W-120s,87,49,265.2
green-He-Ne,lens-3W-120s,88,50,260.0
green-He-Ne,lens-3W-120s,89,51,265.2
green-He-Ne,lens-3W-120s,90,52,265.2
